"Painting","Year","Y","Color","Size"
"Hl. Stephan by Giotto",1320,0,"#fbfbfb",0.98431372549
"Belleville-Breviar; Szene by Unknown.",1323,29,"#b88b5f",0.721568627451
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,36,"#c8b79d",0.78431372549
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,30,"#3c2d1d",0.235294117647
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,24,"#100a06",0.0627450980392
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,30,"#a99887",0.662745098039
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,42,"#918a79",0.56862745098
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Allegorie der Keuschheit by Giotto",1325,32,"#1c1711",0.109803921569
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,34,"#776b5b",0.466666666667
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,34,"#615545",0.380392156863
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,34,"#28221a",0.156862745098
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,32,"#362715",0.211764705882
"Freskenzyklus mit Szenen aus dem Leben des Hl. Franziskus; Bardi-Kapelle; Santa Croce in Florenz; Szene by Giotto",1325,38,"#d3c7b2",0.827450980392
"Waldwohnungen in Chü-ch'ü by Wang Meng (王蒙)",1330,19,"#5b453a",0.356862745098
"Maqâmât (Versammlungen) des al-Harîrî; Szene by Unknown.",1334,25,"#d0ac92",0.81568627451
"Maqâmât (Versammlungen) des al-Harîrî; Szene by Unknown.",1334,18,"#9e7562",0.619607843137
"Maqâmât (Versammlungen) des al-Harîrî; Szene by Unknown.",1334,28,"#b6977b",0.713725490196
"Maqâmât (Versammlungen) des al-Harîrî; Szene by Unknown.",1334,30,"#8f755a",0.560784313725
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,23,"#977864",0.592156862745
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,350,"#3a282b",0.227450980392
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,355,"#37292a",0.21568627451
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,25,"#846955",0.517647058824
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,347,"#1e1013",0.117647058824
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,27,"#9c8571",0.611764705882
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,27,"#6d5a4a",0.427450980392
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,32,"#645645",0.392156862745
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,13,"#583930",0.345098039216
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,312,"#261c24",0.149019607843
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,11,"#604842",0.376470588235
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,3,"#160706",0.0862745098039
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,24,"#9c7c66",0.611764705882
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,14,"#5d4037",0.364705882353
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,313,"#453842",0.270588235294
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,29,"#7f6c5a",0.498039215686
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,18,"#654b3f",0.396078431373
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,1,"#452625",0.270588235294
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,6,"#5a3b37",0.352941176471
"Freskenzyklus »Allegorien der guten und der schlechten Regierung« im Ratssaal der Neun; Palazzo Pubblico in Siena; Szene by Ambrogio Lorenzetti",1338,21,"#ab8a77",0.670588235294
"Kreuzigung by Bernardo Daddi",1340,34,"#d49e54",0.83137254902
"Marienaltar aus San Pancrazio; Szene by Bernardo Daddi",1340,43,"#bfa76a",0.749019607843
"Darbringung im Tempel by Ambrogio Lorenzetti",1342,41,"#ba9d5c",0.729411764706
"Darbringung im Tempel by Ambrogio Lorenzetti",1342,333,"#2d1b23",0.176470588235
"Darbringung im Tempel by Ambrogio Lorenzetti",1342,82,"#262921",0.160784313725
"Sammlung der theologischen Schriften des Kaisers Johannes VI. Cantacuzenos; Szene by Unknown.",1347,16,"#53372c",0.325490196078
"Sammlung der theologischen Schriften des Kaisers Johannes VI. Cantacuzenos; Szene by Unknown.",1347,20,"#805138",0.501960784314
"Gemälde aus der Kapelle des Palazzo Carrara in Padua; Szene by Guariento di Arpo",1350,16,"#a76045",0.654901960784
"Kalîla und Dimma von Bidpai; Szene by Unknown.",1354,35,"#aaa296",0.666666666667
"Herbstliche Bootsfahrt auf dem Fluß by Sheng Mao",1361,20,"#664e42",0.4
"Maria mit Kind by NA",1367,29,"#916234",0.56862745098
"Die Marien am Grabe by Unknown.",1370,35,"#b5843c",0.709803921569
"Sammlung der theologischen Schriften des Kaisers Johannes VI. Cantacuzenos; Szene by Unknown.",1370,26,"#5b422e",0.356862745098
"Bäume in einem Flußtal in Yü-shan by Ni Zan",1371,37,"#dbceb9",0.858823529412
"Grabower Altar; Petri-Altar; linker Innenflügel; Außenseite; Szene by Meister Bertram von Minden",1375,21,"#4d423c",0.301960784314
"Grabower Altar; Petri-Altar; rechter Innenflügel; Außenseite; Szene by Meister Bertram von Minden",1375,30,"#c1986d",0.756862745098
"Grabower Altar; Petri-Altar; linker Außenflügel; Innenseite; Szene by Meister Bertram von Minden",1375,34,"#bd8d4a",0.741176470588
"Grabower Altar; Petri-Altar; linker Außenflügel; Innenseite; Szene by Meister Bertram von Minden",1375,348,"#452c31",0.270588235294
"Grabower Altar; Petri-Altar; linker Außenflügel; Innenseite by Meister Bertram von Minden",1375,29,"#be9368",0.745098039216
"Grabower Altar; Petri-Altar; rechter Außenflügel; Innenseite by Meister Bertram von Minden",1375,6,"#502c28",0.313725490196
"Grabower Altar; Petri-Altar; rechter Innenflügel; Außenseite by Meister Bertram von Minden",1375,0,"#453434",0.270588235294
"Grabower Altar; Petri-Altar; linker Innenflügel; Außenseite by Meister Bertram von Minden",1375,60,"#f3f3f1",0.952941176471
"Grabower Altar; Petri-Altar; rechter Innenflügel; Außenseite by Meister Bertram von Minden",1375,340,"#393033",0.223529411765
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1385,49,"#6a6759",0.41568627451
"Triptychon aus der Cappella delle Carceri in San Francesco zu Montalcino; rechter Flügel by Bartolo di Fredi",1388,9,"#a24e3e",0.635294117647
"Madonna mit Hl. Nikolaus von Myra und Hl. Katharina von Alexandrien und Stifter; Detail by Gentile da Fabriano",1395,10,"#653b32",0.396078431373
"Madonna mit Hl. Nikolaus von Myra und Hl. Katharina von Alexandrien und Stifter by Gentile da Fabriano",1395,60,"#fcfcfb",0.988235294118
"Die Goldene Bulle; Anfangsseite (Kopie) by Unknown.",1400,28,"#5f4c3b",0.372549019608
"Passionsaltar (Wildungen-Altar); linker Flügel by NA",1403,341,"#23161a",0.137254901961
"Passionsaltar (Wildungen-Altar); linker Flügel by NA",1403,44,"#cdb777",0.803921568627
"Passionsaltar (Wildungen-Altar); linker Flügel by NA",1403,33,"#c4ac8e",0.76862745098
"Passionsaltar (Wildungen-Altar) by NA",1403,22,"#744930",0.454901960784
"Pietà by Lorenzo Monaco",1404,37,"#d7ab64",0.843137254902
"Madonna; Detail by Lorenzo Monaco",1404,41,"#b69d66",0.713725490196
"Christus am Ölberg und die Marien am Grabe by Lorenzo Monaco",1408,71,"#f6f9ea",0.976470588235
"Madonna mit Engeln by Gentile da Fabriano",1408,7,"#684641",0.407843137255
"Himmelfahrt Christi by Andrei Rublev",1408,6,"#4f2e2a",0.309803921569
"Madonna mit zwei Engeln by Gentile da Fabriano",1408,12,"#654036",0.396078431373
"Madonna mit Engeln by Gentile da Fabriano",1408,60,"#20201d",0.125490196078
"Thronende Madonna mit musizierenden Engeln by Gentile da Fabriano",1410,12,"#2d2523",0.176470588235
"Verkündigung by Lorenzo Monaco",1410,357,"#5d4647",0.364705882353
"Christus als Schmerzensmann by Andrea Mantegna",1411,45,"#b3a780",0.701960784314
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,3,"#4e1f1c",0.305882352941
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,15,"#bc816c",0.737254901961
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Barthélemy d'Eyck",1412,21,"#8d6149",0.552941176471
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,236,"#3f4163",0.388235294118
"Duc Jean de Berry with nef or Salière de Pavillon. Detail from File:Hennequin und Herman von) Brüder (Pol Limburg 006.jpg by Unknown.",1412,0,"#3d0d0d",0.239215686275
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,39,"#cbc3b4",0.796078431373
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Barthélemy d'Eyck",1412,33,"#d08a32",0.81568627451
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,261,"#3c2e56",0.337254901961
"Très Riches Heures du Duc Jean de Berry (Stundenbuch des Herzogs von Berry); Szene by Unknown.",1412,42,"#f1e0b8",0.945098039216
"Marienkrönung mit Szenen aus dem Leben des Hl. Benedikt; Predella by Lorenzo Monaco",1413,24,"#65422a",0.396078431373
"Die drei Freunde und hundert Vögel by NA",1413,20,"#925a3e",0.572549019608
"Marienkrönung mit Szenen aus dem Leben des Hl. Benedikt; Predella by Lorenzo Monaco",1414,31,"#c89864",0.78431372549
"Madonna by Gentile da Fabriano",1415,25,"#aa7046",0.666666666667
"Madonna; Detail by Gentile da Fabriano",1415,19,"#996f5b",0.6
"Madonna; Fragment by Gentile da Fabriano",1420,0,"#382e2e",0.219607843137
"Madonna by Gentile da Fabriano",1420,0,"#060606",0.0235294117647
"Fresken der Bartolini-Kapelle der Sta. Trinità in Florenz; Szene by Lorenzo Monaco",1420,34,"#b9a68c",0.725490196078
"Madonna; Detail by Gentile da Fabriano",1420,15,"#815647",0.505882352941
"Altartafel der Kirche Sant' Egidio in Florenz; Szene by Lorenzo Monaco",1420,25,"#916c50",0.56862745098
"Sängerinnen und Tänzerinnen; Detail by Unknown.",1420,39,"#b8a98d",0.721568627451
"Anbetung der Könige by Lorenzo Monaco",1421,26,"#92735a",0.572549019608
"Anbetung der Könige by Lorenzo Monaco",1421,21,"#855b43",0.521568627451
"Anbetung der Könige by Lorenzo Monaco",1421,40,"#d7b87a",0.843137254902
"Anbetung der Könige by Lorenzo Monaco",1421,35,"#c4a271",0.76862745098
"Anbetung der Könige by Lorenzo Monaco",1421,0,"#453939",0.270588235294
"Très Belles Heures de Notre-Dame (Turin-Mailänder Gebetbuch); Szene by Unknown.",1422,15,"#4d332a",0.301960784314
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,31,"#a7743d",0.654901960784
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,17,"#9e7361",0.619607843137
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,17,"#9a786a",0.603921568627
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,344,"#493238",0.286274509804
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,10,"#724a42",0.447058823529
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,30,"#b99672",0.725490196078
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,27,"#e2be9f",0.886274509804
"Anbetung der Heiligen Drei Könige; linke Predellatafel by Gentile da Fabriano",1423,0,"#382d2d",0.219607843137
"Anbetung der Heiligen Drei Könige; mittlere Predellatafel by Gentile da Fabriano",1423,23,"#a5826c",0.647058823529
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,27,"#d0ac8d",0.81568627451
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,23,"#a58069",0.647058823529
"Anbetung der Heiligen Drei Könige; linke Predellatafel by Gentile da Fabriano",1423,15,"#5d4b45",0.364705882353
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,341,"#3b2e32",0.23137254902
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,26,"#a28670",0.635294117647
"Anbetung der Heiligen Drei Könige; rechte Predellatafel by Gentile da Fabriano",1423,3,"#613f3d",0.380392156863
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,21,"#b68a72",0.713725490196
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,352,"#5f4044",0.372549019608
"Anbetung der Heiligen Drei Könige; Gesamtansicht by Gentile da Fabriano",1423,26,"#9b785d",0.607843137255
"Anbetung der Heiligen Drei Könige; mittleres Giebeltondo by Gentile da Fabriano",1423,30,"#cea983",0.807843137255
"Anbetung der Heiligen Drei Könige; rechtes Giebeltondo by Gentile da Fabriano",1423,6,"#825853",0.509803921569
"Anbetung der Heiligen Drei Könige; linkes Giebeltondo by Gentile da Fabriano",1423,355,"#482d2f",0.282352941176
"Anbetung der Heiligen Drei Könige; mittleres Giebelfeld; linke Szene by Gentile da Fabriano",1423,19,"#8c624e",0.549019607843
"Anbetung der Heiligen Drei Könige; mittleres Giebelfeld; linke Szene by Gentile da Fabriano",1423,3,"#342423",0.203921568627
"Anbetung der Heiligen Drei Könige; rechtes Giebelfeld; rechte Szene by Gentile da Fabriano",1423,31,"#c4a583",0.76862745098
"Anbetung der Heiligen Drei Könige; rechtes Giebelfeld; linke Szene by Gentile da Fabriano",1423,28,"#ab896a",0.670588235294
"Anbetung der Könige by Gentile da Fabriano",1423,45,"#ebca5f",0.921568627451
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,12,"#88716b",0.533333333333
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,3,"#5d4a49",0.364705882353
"Anbetung der Heiligen Drei Könige; Haupttafel by Gentile da Fabriano",1423,348,"#3c282c",0.235294117647
"Anbetung der Heiligen Drei Könige; linke Predellatafel by Gentile da Fabriano",1423,26,"#ceb29c",0.807843137255
"Anbetung der Heiligen Drei Könige; linkes Giebelfeld; linke Szene by Gentile da Fabriano",1423,23,"#99735b",0.6
"Anbetung der Heiligen Drei Könige; linkes Giebelfeld; rechte Szene by Gentile da Fabriano",1423,26,"#a5866d",0.647058823529
"Anbetung der Heiligen Drei Könige; mittlere Predellatafel by Gentile da Fabriano",1423,7,"#5f4946",0.372549019608
"Anbetung der Heiligen Drei Könige; rechte Predellatafel by Gentile da Fabriano",1423,346,"#322528",0.196078431373
"Anbetung der Heiligen Drei Könige; linke Predellatafel by Gentile da Fabriano",1423,54,"#2f2e23",0.18431372549
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1424,24,"#b09f93",0.690196078431
"The Tribute Money by Masaccio",1424,15,"#9b543c",0.607843137255
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,40,"#9a8b6b",0.603921568627
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,22,"#7a6558",0.478431372549
"Szenen aus dem Leben Petri; Szene by Masaccio",1424,25,"#8d796a",0.552941176471
"Altarretabel von San Domenico in Fiesole; Szene by Fra Angelico",1424,18,"#804d37",0.501960784314
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,20,"#65544b",0.396078431373
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1424,20,"#6e5a50",0.43137254902
"Fresko im Dom zu Urbino; Szene by Gentile da Fabriano",1425,18,"#937a6f",0.576470588235
"Hl. Anna Selbdritt by Masaccio",1425,12,"#bf6e58",0.749019607843
"Hl. Anna Selbdritt by Masolino da Panicale",1425,24,"#b8835f",0.721568627451
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,20,"#5e4a40",0.36862745098
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,20,"#7e5f4f",0.494117647059
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,22,"#715646",0.443137254902
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,30,"#b6a089",0.713725490196
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masolino da Panicale",1425,16,"#ae7661",0.682352941176
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,28,"#907862",0.564705882353
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,27,"#ab9684",0.670588235294
"Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz; Szenen aus dem Leben Petri; Szene by Masaccio",1425,31,"#d7bea2",0.843137254902
